Drug ID,Drug Name,Discription
DB12616,Sprifermin,"Sprifermin has been used in trials studying the treatment of Osteoarthritis, Knee and Cartilage Injury of Knee.;;;;"
DB12617,Mizoribine,Mizoribine has been investigated for the treatment of Rheumatoid Arthritis.;;;;
DB12618,Apocynin,Acetovanillone has been used in trials studying the treatment of Bronchial Asthma and Chronic Obstructive Pulmonary Disease.;;;;
DB12619,BMS-188797,"BMS-188797 has been used in trials studying the treatment of Unspecified Adult Solid Tumor, Protocol Specific.;;;;"
DB12620,Nerve Growth Factor,"Nerve Growth Factor has been used in trials studying the prevention and treatment of Mental Handicap, Alzheimer's Disease, Traumatic Brain Injury, Cerebral Palsy Children, and Delayed Speech Development, among others.;;;;"
DB12621,ST-101,ST101 has been used in trials studying the treatment of Essential Tremor and Alzheimer's Disease.;;;;
DB12622,Lupeol,Lupeol has been investigated for the treatment of Acne.;;;;
DB12623,Taprenepag,"Taprenepag has been used in trials studying the treatment of Ocular Hypertension and Glaucoma, Open-Angle.;;;;"
DB12624,Octenidine,Octenidine is under investigation in clinical trial NCT02697162 (Antiseptic-coated Intermittent Urinary Catheter).;;;;
DB12625,Evogliptin,"Evogliptin has been used in trials studying the treatment and screening of Osteoporosis, Renal Impairment, Type 2 Diabetes Mellitus, Diabetes Mellitis Type 2, and Diabetes Mellitus, Type 2.;;;;"
DB12626,Senrebotase,"Senrebotase has been used in trials studying the treatment of Neuralgia, Postherpetic and Urinary Bladder, Overactive.;;;;"
DB12627,GSK-1292263,"GSK1292263 has been investigated for the treatment of DIABETES MELLITUS, TYPE 2.;;;;"
DB12628,Methyl-D9-choline,Methyl-D9-choline is under investigation in clinical trial NCT01807910 (ER Stress in NAFLD).;;;;
DB12629,"3,5-diiodothyropropionic acid",DITPA has been investigated in Congestive Heart Failure.;;;;
DB12630,Isopentyl 2-cyanoacrylate,Isoamyl 2 Cyanoacrylate is under investigation in clinical trial NCT02698644 (Hysteroscopic Tubal Occlusion With the Use of Iso Amyl-2-cyanoacrylate).;;;;
DB12631,Aclerastide,"Aclerastide has been investigated for the treatment of Diabetic Foot, Diabetic Foot Ulcers, and Foot Ulcer, Diabetic.;;;;"
DB12632,JNJ-41443532,"JNJ-41443532 has been used in trials studying the basic science and treatment of Diabetes Mellitus, Type 2.;;;;"
DB12633,BMS-184476,"BMS-184476 has been used in trials studying the treatment of Unspecified Adult Solid Tumor, Protocol Specific.;;;;"
DB12634,Navicixizumab,Navicixizumab is under investigation in clinical trial NCT02298387 (A Phase 1 Study of Navicixizumab in Subjects With Solid Tumors).;;;;
DB12635,Aleplasinin,Aleplasinin has been investigated in Alzheimer Disease.;;;;
DB12636,Samalizumab,Samalizumab has been used in trials studying the treatment of Multiple Myeloma and B-cell Chronic Lymphocytic Leukemia.;;;;
DB12637,Onapristone,"Onapristone has been used in trials studying the treatment of Prostate Cancer, Recurrent Prostate Cancer, Metastatic Prostate Cancer, Androgen-independent Prostate Cancer, and Progesterone Receptor Positive Tumor: Max 1 Line of Prior Chemotherapy, no Prior Hormone Therapy.;;;;"
DB12638,Zelavespib,"Zelavespib (PU-H71) has been used in trials studying the treatment of LYMPHOMA, Solid Tumors, Metastatic Solid Tumor, and Myeloproliferative Neoplasms (MPN).;;;;"
DB12639,Telbermin,"Telbermin has been used in trials studying the treatment of Foot Ulcer, Foot Ulcer, Diabetic, and Amyotrophic Lateral Sclerosis.;;;;"
DB12640,CP-609754,LNK 754 has been investigated in Mild Alzheimer's Disease.;;;;
DB12641,Tedatioxetine,Tedatioxetine has been used in trials studying the treatment of Major Depressive Disorder.;;;;
DB12642,Olumacostat glasaretil,Olumacostat glasaretil has been used in trials studying the treatment of Acne Vulgaris.;;;;
DB12643,Nelivaptan,"Nelivaptan has been used in trials studying the treatment of Anxiety Disorders, Depressive Disorder, and Major Depressive Disorder.;;;;"
DB12644,AZD-2066,"AZD2066 has been used in trials studying the treatment and basic science of Pain, Chronic Pain, Reflux Episodes, Neuropathic Pain, and Diabetic Neuropathy, among others.;;;;"
DB12645,Givinostat,"Givinostat has been used in trials studying the treatment of Polycythemia Vera, Juvenile Idiopathic Arthritis, Duchenne Muscular Dystrophy (DMD), Chronic Myeloproliferative Neoplasms, and Polyarticular Course Juvenile Idiopathic Arthritis.;;;;"
DB12647,Tocotrienol,Tocotrienol has been investigated for the treatment of Cholesterol Lowering.;;;;
DB12648,Nona-arginine,Nona-arginine is under investigation in clinical trial NCT00264706 (PolyArginine Treated vEiN grafTs (PATENT)).;;;;
DB12649,Ibipinabant,Ibipinabant has been used in trials studying the treatment of Obesity and Obesity and Type 2 Diabetes.;;;;
DB12650,L-deprenyl-D2 C-11,L-deprenyl-D2 C-11 is under investigation in clinical trial NCT01701089 (A Study of RO4602522 in Patients With Alzheimer Disease and in Healthy Volunteers).;;;;
DB12651,Bardoxolone,"Bardoxolone has been used in trials studying the treatment of LYMPHOMA and Solid Tumors. It is a synthetic triterpenoid and a highly potent activator of redox-sensitive signaling pathways that induce programmed cell death (apoptosis) in cancer cells that are under high levels of intrinsic oxidative stress. In contrast, Bardoxolone in normal cells induces protective antioxidant/anti-inflammatory responses.;;;;"
DB12652,Endothelin-1,Endothelin 1 is under investigation in clinical trial NCT00745693 (The Effects of Diesel Exhaust Inhalation on Vascular Function - the Role of Endothelin).;;;;
DB12654,GSK-376501,GSK376501 has been used in trials studying the treatment and diagnostic of Type 2 Diabetes Mellitus.;;;;
DB12655,Patidegib,Patidegib has been investigated for the treatment of Conventional Chondrosarcoma.;;;;
DB12656,Somatorelin,"Somatorelin has been used in trials studying the treatment of Aging, Elderly, Sleep Disorders, Hormone Deficiency, and Mild Cognitive Impairment.;;;;"
DB12657,JNJ-42396302,"Jnj 42396302 is under investigation in clinical trial NCT01732237 (A Study to Investigate the Pharmacokinetics of JNJ-42396302, JNJ-53773187 and JNJ-42692507 in Healthy Male Participants).;;;;"
DB12658,AFN-1252,"AFN-1252 has been used in trials studying the treatment of Cellulitis, Burn Infection, Wound Infection, Cutaneous Abscess, and Skin and Subcutaneous Tissue Bacterial Infections.;;;;"
DB12659,SJ-733,SJ-733 has been used in trials studying Malaria.;;;;
DB12660,Samatasvir,"Samatasvir has been used in trials studying the treatment of Hepatitis C, Chronic, Chronic Hepatitis C Virus, and Chronic Hepatitis C Infection.;;;;"
DB12661,Urapidil,Urapidil has been investigated for the treatment of Hypertension During Pre-Eclampsia.;;;;
DB12662,Naveglitazar,"Naveglitazar has been used in trials studying the treatment of Diabetes Mellitus, Non-Insulin-Dependent.;;;;"
DB12663,Letrazuril,Letrazuril has been used in trials studying the treatment of HIV Infections and Cryptosporidiosis.;;;;
DB12664,Indantadol,Indantadol has been used in trials studying the treatment of Cough and Diabetic Peripheral Neuropathic Pain.;;;;
DB12665,Isoquercetin,"Isoquercetin has been used in trials studying the treatment of Kidney Cancer, Renal cell carcinoma, Advanced Renal Cell Carcinoma, Thromboembolism of Vein in Pancreatic Cancer, and Thromboembolism of Vein VTE in Colorectal Cancer, among others.;;;;"
DB12666,Emapunil,"Emapunil has been used in trials studying the basic science and diagnostic of Baseline, Blocking Receptor Binding, and Neurodegenerative Disorders.;;;;"
DB12667,Protionamide,Prothionamide has been used in trials studying the treatment of MDR-TB and HIV Infections.;;;;
DB12668,Metenkefalin,"Metenkefalin  is an endogenous opioid and beta-endorphin.[A203225] It has been shown to reduce chromosomal abberations in patients with multiple sclerosis.[A203210] Metenkefalin, along with [tridecactide], are under investigation as an immunomodulatory therapy for moderate to severe COVID-19.[L13874,L13877];;;;"
DB12669,4SC-203,4SC-203 has been used in trials studying the treatment of Acute Myeloid Leukemia.;;;;
DB12670,Rolofylline,Rolofylline is under clinical development by pharmaceutical company NovaCardia for the treatment of congestive heart failure.;;;;
DB12671,Beloranib,"Beloranib has been used in trials studying the treatment of Obesity, Over-weight, Type 2 Diabetes, Craniopharyngioma, and Hypothalamic Injury, among others.;;;;"
DB12672,Icaritin,"Icaritin has been used in trials studying the treatment of Solid Tumors, Metastatic Breast Cancer, and Hepatocellular Carcinoma (HCC).;;;;"
DB12673,ATX-914,"Axt914 is under investigation in clinical trial NCT00417261 (Safety, Tolerability, Pharmacodynamic and Pharmacokinetic Effects of Single and Multiple-Doses of ATF936 and AXT914 Administered Orally in Healthy Subjects.).;;;;"
DB12674,Lurbinectedin,"Lurbinectedin is a DNA alkylating agent that has been investigated in the treatment of a variety of cancers, including mesothelioma,[A214325] chronic lymphocytic leukemia (CLL),[A214328] breast cancer,[A214322] and small-cell lung cancer (SCLC).[A214310] It is a derivative of the marine-derived agent ecteinascidin ([trabectedin]), an anticancer agent found in extracts of the tunicate _Ecteinascidia turbinata_, with the primary difference being the substitution of the tetrahydroisoquinoline with a tetrahydro β‐carboline that results in increased antitumour activity of lurbinectedin as compared to its predecessor.[A214331];;;;"
DB12675,PF-04995274,Pf 04995274 is under investigation in clinical trial NCT01193062 (Study In Healthy Subjects To Evaluate The Changes In The Protein sAPP-Alpha In Cerebrospinal Fluid Following A Single Oral Dose Of PF-04995274).;;;;
DB12676,Modufolin,Modufolin is under investigation for the treatment of Osteosarcoma.;;;;
DB12677,Soblidotin,"Soblidotin has been used in trials studying the treatment of Sarcoma, Lung Cancer, and Unspecified Adult Solid Tumor, Protocol Specific.;;;;"
DB12678,Relamorelin,"Relamorelin has been investigated for the treatment and basic science of Gastroparesis, Gastric Motility, Diabetes Mellitus, Parkinson's Disease, and Chronic Constipation, among others.;;;;"
DB12679,WP 1066,"WP1066 has been used in trials studying the treatment of Melanoma, Brain Cancer, Solid Tumors, and Central Nervous System Neoplasms.;;;;"
DB12680,Intepirdine,Intepirdine has been used in trials studying the treatment of Alzheimer's Disease.;;;;
DB12681,Salirasib,"Salirasib has been used in trials studying the diagnostic of Carcinoma, Non-Small-Cell Lung.;;;;"
DB12682,Mubritinib,"Mubritinib has been used in trials studying the treatment of Lung Neoplasm, Renal Neoplasm, Breast Neoplasm, Ovarian Neoplasm, and Pancreatic Neoplasm.;;;;"
DB12683,Lumretuzumab,"Lumretuzumab has been used in trials studying the treatment of Neoplasms, Breast Cancer, Squamous Non-Small Cell Lung Cancer, and Non-Squamous Non-Small Cell Lung Cancer.;;;;"
DB12684,Aviscumine,Cy 503 is under investigation in clinical trial NCT00658437 (Aviscumine for the Treatment of Malignant Melanoma Stage IV After Failure of Prior Therapy).;;;;
DB12685,K-134,K-134 has been used in trials studying the treatment of Intermittent Claudication.;;;;
DB12686,PHA-793887,PHA-793887 has been used in trials studying the treatment of Advanced/Metastatic Solid Tumors.;;;;
DB12687,Vesatolimod,Vesatolimod has been used in trials studying the treatment of Hepatitis B and Chronic Hepatitis B.;;;;
DB12688,Moxetumomab pasudotox,"CD22 is a lineage-restricted B-cell antigen that is expressed solely in on B-chronic lymphocytic leukemia, hairy cell leukemia, acute lymphocytic leukemiathe and Burkitt's lymphoma. The predecessor of Moxetumab pasudotox (MxP), named BL22, was first created based on the antibody RFB4 which specifically binds to CD22. This antibody was used to generate a recombinant immunotoxin in which a stabilized Fv segment by a disulfide bond is fused to the _Pseudomonas_ exotoxin A (PE38) which does not have the cell-binding portion.[A38864] ;;;;"
DB12689,Azeliragon,Azeliragon has been used in trials studying the treatment of Alzheimer's Disease.;;;;
DB12690,LY-2584702,"LY2584702 has been used in trials studying the treatment of Cancer, Advanced Cancer, Renal Cell Carcinoma, Metastases, Neoplasm, and Neuroendocrine Tumors, among others.;;;;"
DB12691,UK-432097,"UK-432,097 has been used in trials studying the treatment of Pulmonary Disease, Chronic Obstructive.;;;;"
